#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-25T16:21:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5baa5fdab92b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&tab:{I/345/rvstdcat}&tab:{I/345/rvstdmes}&tab:{I/345/allwise}&tab:{I/345/iers}&tab:{I/345/cepheid}&tab:{I/345/rrlyrae}&tab:{I/345/lpv}&tab:{I/345/varres}&tab:{I/345/shortts}&tab:{I/345/tsstat}&tab:{I/345/numtrans}&tab:{I/345/transits}&tab:{I/345/rm}&tab:{I/345/rmseg}&tab:{I/345/rmout}&tab:{I/345/ssoobj}&tab:{I/345/ssoorb}&tab:{I/345/ssores}&tab:{I/345/ssoobs}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&key:source=gaia+dr2&HTTPPRM:&&-ref=VIZ5baa5fdab92b&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c=cg 30
#-c.eq=J2000
#-c.r=  2
#-c.u=deg
#-c.geom=r
#-source=I/345/gaia2,I/345/rvstdcat,I/345/rvstdmes,I/345/allwise,I/345/iers,I/345/cepheid,I/345/rrlyrae,I/345/lpv,I/345/varres,I/345/shortts,I/345/tsstat,I/345/numtrans,I/345/transits,I/345/rm,I/345/rmseg,I/345/rmout,I/345/ssoobj,I/345/ssoorb,I/345/ssores,I/345/ssoobs
#-out.orig=standard
#-order=I
#-sort=RA_ICRS
#-out=Plx
#Plx=>2.10 and < 4.04
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Gmag
#-out=e_Gmag
#-out=BPmag
#-out=e_BPmag
#-out=RPmag
#-out=e_RPmag
#-out=RV
#-out=e_RV
#VC=VC
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#Simbad=Simbad
#LC=LC
#astorb=astorb
#
#INFO	CatalogsExamined=20	
#  20 catalogues with potential matches were examined.
#
#INFO	-c=122.386750-36.083450,rd=2.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F8.6)	Distance from center (122.38675000000-36.08345000000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_r	_RAJ2000	_DEJ2000	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	e_Gmag	BPmag	e_BPmag	RPmag	e_RPmag	RV	e_RV
1.918070	120.0221811514169	-36.2710115325170	    2.8603	 0.1269	  -60.547	 0.210	    4.842	 0.205	18.0733	0.0014	19.3693	0.0493	16.8946	0.0083	       	
1.959372	120.0222481332449	-35.6725992490394	    3.0611	 1.3427	    2.157	 2.232	    3.520	 2.083	20.5977	0.0108	       	      	       	      	       	
1.939034	120.0228468384777	-36.4397024026352	    2.2779	 1.1901	   -2.554	 1.664	    4.435	 1.993	20.6479	0.0094	21.1202	0.1978	19.6615	0.0506	       	
1.914955	120.0233858467782	-35.9662352223151	    2.4455	 1.0049	   -2.432	 1.421	    7.635	 1.944	20.7732	0.0113	20.9680	0.1119	19.3812	0.0644	       	
1.937559	120.0239919035008	-35.7769900486418	    2.3829	 0.8273	   -3.932	 1.216	    4.369	 1.402	20.6051	0.0075	20.9536	0.2032	19.2176	0.0613	       	
1.912759	120.0250254869037	-35.9787273345417	    2.2990	 1.0980	   -3.381	 1.622	    3.208	 2.043	20.7307	0.0117	21.0994	0.1687	19.1836	0.0924	       	
1.944308	120.0255640855751	-36.4805696440306	    2.3623	 2.4559	    1.961	 2.358	   -1.196	 2.770	20.8178	0.0142	21.5963	0.3089	19.8768	0.1267	       	
1.907682	120.0264435947594	-36.0706569042328	    2.6216	 0.0156	   -5.908	 0.026	    0.814	 0.029	13.0478	0.0004	13.6690	0.0014	12.2868	0.0009	  -2.18	 4.63
1.973710	120.0267180994554	-36.6150457785607	    2.6931	 0.7435	   -6.636	 1.056	    4.994	 1.328	20.5158	0.0086	21.2166	0.1303	19.2695	0.0387	       	
1.944663	120.0276176990164	-35.7230041464395	    3.6239	 0.0280	  -13.224	 0.046	   53.679	 0.050	12.7619	0.0002	13.1912	0.0011	12.1902	0.0008	  15.47	 1.43
1.941215	120.0290392591006	-36.4786807677548	    2.6772	 1.0023	   -1.678	 1.427	    2.726	 1.996	20.7263	0.0080	21.4388	0.1794	19.7399	0.0516	       	
1.908187	120.0300024376584	-36.2261582566932	    3.1455	 1.0048	    1.740	 1.628	    0.892	 1.941	20.7689	0.0122	20.2925	0.1536	19.2487	0.1598	       	
1.967552	120.0302475664588	-35.6119008268749	    2.8632	 0.1213	  -24.689	 0.227	   33.955	 0.201	18.2402	0.0016	19.8078	0.0446	17.0046	0.0076	       	
1.937502	120.0301459845871	-35.7494738797398	    2.2021	 1.3858	    0.203	 2.773	    5.847	 2.527	20.9018	0.0124	       	      	       	      	       	
1.967135	120.0304261277173	-35.6130082781227	    2.9000	 0.3124	  -25.522	 0.558	   31.826	 0.511	19.6235	0.0039	20.9924	0.2177	18.2811	0.0222	       	
1.952756	120.0303839218451	-35.6734734749686	    2.9395	 1.7460	   -4.788	 2.463	   -3.866	 4.198	20.9803	0.0137	21.0083	0.5217	19.9514	0.0276	       	
1.990965	120.0318597305031	-36.6920749131416	    2.5799	 0.5536	    1.134	 0.871	    1.292	 0.859	19.8557	0.0053	21.0903	0.2114	18.6089	0.0395	       	
1.922304	120.0329930737118	-35.8280025915506	    3.5541	 1.3633	   -1.184	 1.784	    5.022	 2.816	20.9029	0.0113	21.5956	0.2460	19.5328	0.0600	       	
1.969489	120.0337177548249	-36.6198432405213	    2.7962	 1.8356	    7.143	 3.110	  -13.291	 3.110	20.8412	0.0142	21.1579	0.2341	19.5720	0.0871	       	
1.933137	120.0338899593999	-36.4558051974699	    3.3460	 1.0937	   -3.568	 1.533	   -2.764	 3.599	20.7287	0.0115	21.1792	0.2425	19.8654	0.1008	       	
1.901891	120.0345730295522	-36.1711549507583	    2.8330	 0.0254	   -8.924	 0.043	   -7.777	 0.047	12.4210	0.0002	12.7518	0.0011	11.9393	0.0005	  -1.06	 2.44
1.904568	120.0345856099994	-36.2271403066952	    2.4858	 0.7949	   -0.277	 1.228	   -0.921	 1.396	20.6341	0.0101	21.0932	0.1501	19.4978	0.0685	       	
1.902261	120.0351530264074	-36.1927509813176	    2.7997	 0.1218	   -4.919	 0.220	    3.215	 0.221	17.9517	0.0015	19.4450	0.0352	16.7498	0.0053	       	
1.901515	120.0355345162321	-36.1801633862668	    3.0853	 0.1051	  -26.693	 0.182	   20.827	 0.185	17.5407	0.0016	18.9882	0.0224	16.2784	0.0073	       	
1.901301	120.0357978687331	-36.1802981383728	    3.7397	 0.8575	  -25.389	 1.383	   26.086	 3.245	20.2668	0.0088	       	      	       	      	       	
1.908221	120.0361920844222	-35.9238608161101	    2.3015	 0.0768	   -6.913	 0.121	    2.004	 0.127	17.2094	0.0011	18.4154	0.0280	16.1005	0.0085	       	
1.914663	120.0362276463726	-36.3474402442279	    2.6088	 0.5270	   -6.361	 0.813	    8.075	 0.896	18.8176	0.0037	19.6784	0.0560	17.7806	0.0169	       	
1.907622	120.0368255393791	-35.9248063365277	    2.2564	 0.0700	   -7.301	 0.115	    2.345	 0.117	16.8274	0.0008	17.9276	0.0149	15.7802	0.0037	       	
1.900423	120.0388043289584	-36.2144806741520	    2.5349	 1.4711	   -3.451	 2.092	    2.187	 2.227	20.9273	0.0131	21.3286	0.2407	19.6739	0.1016	       	
1.899225	120.0404411146921	-35.9961908379857	    2.4679	 1.3857	   -4.530	 2.722	    5.110	 2.211	20.7915	0.0141	20.3596	0.3011	18.8461	0.1027	       	
1.972823	120.0411750324874	-36.6536069920173	    2.3968	 1.1419	   -1.138	 1.748	    2.454	 2.512	20.8330	0.0128	21.4578	0.1838	19.5588	0.1336	       	
1.979797	120.0412923358270	-36.6784436518149	    3.6815	 1.7000	   -6.733	 2.570	   -5.305	 3.860	20.8465	0.0125	21.2907	0.1540	19.7177	0.0905	       	
1.955158	120.0414788985804	-36.5868467678530	    2.2346	 0.0902	  -10.074	 0.131	    7.358	 0.134	17.3513	0.0015	18.6128	0.0272	16.2303	0.0037	       	
1.933371	120.0423798481563	-35.7203991333663	    3.1122	 0.0233	   -6.869	 0.039	   13.032	 0.040	14.6720	0.0003	15.4016	0.0017	13.8551	0.0011	       	
1.959392	120.0426933430998	-36.6075893079513	    2.6420	 0.0291	   -0.138	 0.047	   -9.759	 0.045	12.5611	0.0002	12.9044	0.0010	12.0643	0.0008	  18.66	 1.31
1.969515	120.0434447359398	-36.6477914309509	    2.6051	 0.0836	   -9.857	 0.130	   -7.039	 0.132	17.3947	0.0009	18.6557	0.0210	16.2739	0.0048	       	
1.998367	120.0436587373334	-36.7452729415299	    2.8997	 0.1023	  -28.172	 0.176	   31.678	 0.164	17.8250	0.0013	19.1071	0.0284	16.6852	0.0067	       	
1.947958	120.0446739085737	-35.6452636724576	    2.6222	 0.5131	  -12.544	 0.912	    4.235	 0.812	20.2670	0.0059	21.5740	0.1838	18.9403	0.0364	       	
1.980226	120.0453215283609	-35.5218024196525	    2.1007	 0.3585	   -0.225	 0.578	  -10.695	 0.554	19.6258	0.0038	20.9237	0.0982	18.4525	0.0228	       	
1.982750	120.0462308742960	-36.7011989568169	    2.3701	 0.3635	  -19.161	 0.606	    5.895	 0.608	19.6070	0.0043	19.4839	0.0448	19.5865	0.0687	       	
1.899799	120.0464984674528	-36.2869741460667	    3.5655	 0.5103	  -18.001	 0.827	   24.707	 0.856	20.0247	0.0061	20.9699	0.3789	18.6516	0.0268	       	
1.900478	120.0465314634090	-36.2948577308139	    2.7833	 1.2300	   -1.592	 1.859	    0.320	 1.569	20.8451	0.0112	21.2176	0.2316	19.6013	0.0899	       	
1.968154	120.0484328921081	-36.6569290410392	    2.3662	 0.3883	   -0.686	 0.587	    3.189	 0.642	19.0538	0.0047	19.9197	0.0583	17.9308	0.0245	       	
1.922986	120.0494171856918	-36.4672850779680	    2.2234	 0.7954	   -7.565	 1.355	    7.232	 1.089	20.0624	0.0112	       	      	       	      	       	
1.890976	120.0494573860552	-36.1983489204459	    2.3813	 0.0243	   -0.343	 0.039	   -9.281	 0.042	10.7725	0.0004	10.9314	0.0012	10.5172	0.0009	   4.75	 4.26
1.989899	120.0502964340831	-35.4776389624870	    2.3490	 1.1554	   -9.121	 2.135	   -6.105	 2.203	20.7073	0.0119	22.1753	0.2994	19.3270	0.0794	       	
1.955966	120.0508166460994	-36.6185473622691	    3.0614	 0.0569	  -27.014	 0.085	   57.605	 0.101	16.5964	0.0008	17.6264	0.0088	15.5864	0.0034	       	
1.918825	120.0508161944825	-36.4507360408105	    2.3106	 0.1685	   -4.328	 0.235	   10.160	 0.267	18.2480	0.0016	19.7640	0.0610	17.0152	0.0100	       	
1.887222	120.0516597816468	-36.0729788522012	    2.9052	 0.2486	    3.250	 0.432	   -1.794	 0.440	17.1052	0.0019	18.4189	0.0167	15.9103	0.0040	       	
1.913715	120.0518197878063	-36.4252725076345	    3.6653	 0.8951	  -26.052	 1.199	    9.144	 1.639	20.6799	0.0089	21.7961	0.2751	19.2822	0.0729	       	
1.933163	120.0548626900841	-35.6744021240450	    2.2203	 0.5974	   -3.135	 1.127	    4.207	 0.974	20.1955	0.0068	21.0063	0.2056	18.9899	0.0461	       	
1.883815	120.0555361011353	-36.1055356647752	    3.0990	 2.4403	   -0.284	 2.440	    4.443	 2.584	20.9673	0.0170	20.7532	0.1572	19.6023	0.0880	       	
1.884613	120.0558602470591	-36.1678734510207	    3.5291	 0.0539	  -11.452	 0.096	   17.099	 0.099	16.4303	0.0013	17.6798	0.0107	15.3160	0.0034	       	
1.889176	120.0563534059374	-36.2565848396296	    2.1574	 1.1750	   -3.428	 1.718	   -1.847	 2.187	20.7163	0.0129	21.2282	0.1544	19.6725	0.0578	       	
1.975317	120.0564723920592	-35.5090804466371	    3.5220	 0.5725	    7.591	 0.967	  -20.220	 0.902	20.3330	0.0060	21.4275	0.2054	18.8708	0.0357	       	
1.921529	120.0566039939303	-35.7229578726691	    2.5750	 0.1874	   -1.302	 0.331	   21.366	 0.334	16.8205	0.0016	17.7180	0.0119	15.8467	0.0032	       	
1.896783	120.0569853078136	-35.8747549849721	    2.1389	 0.6734	    0.859	 0.942	   -0.285	 0.953	20.5102	0.0064	22.0646	0.1613	19.1471	0.0419	       	
1.933900	120.0580937879934	-36.5519131101856	    2.2831	 0.0284	  -12.601	 0.042	   -2.680	 0.044	14.9605	0.0003	15.7413	0.0042	14.0997	0.0022	       	
1.882279	120.0583970337387	-36.1596606955366	    2.1542	 0.9370	   -2.784	 1.896	    4.400	 1.548	20.6145	0.0097	20.9388	0.1624	19.4245	0.0577	       	
1.976548	120.0585736035468	-35.4999527525314	    2.6727	 0.9934	   -4.811	 1.957	    3.745	 1.404	20.8242	0.0098	21.8664	0.2608	19.5821	0.0728	       	
1.903445	120.0591896838677	-35.8135834510456	    2.4859	 1.4813	   -0.306	 1.641	    1.505	 1.695	20.8571	0.0109	21.4908	0.2662	19.3841	0.0682	       	
1.920828	120.0593056198058	-35.7156168837759	    3.8656	 1.0641	    0.439	 1.505	   -3.668	 2.705	20.7580	0.0090	21.1079	0.3427	19.4786	0.0577	       	
1.880669	120.0594240048461	-36.0887500313567	    3.0563	 0.0846	   18.861	 0.152	  -22.819	 0.151	17.4648	0.0010	18.7226	0.0128	16.3106	0.0050	       	
1.933520	120.0600748597412	-36.5570621872848	    3.0158	 0.2129	  -13.935	 0.309	   28.191	 0.330	18.6750	0.0022	19.9794	0.0803	17.5012	0.0108	       	
1.928083	120.0605848490026	-36.5349878473381	    2.6365	 0.6050	   -4.069	 0.897	   -3.894	 1.020	20.1328	0.0064	20.9293	0.2197	18.8053	0.0391	       	
1.904998	120.0610798734417	-36.4174737722634	    2.5652	 1.4110	   -5.108	 1.973	   -3.493	 3.404	20.8361	0.0108	21.1481	0.2400	19.9666	0.1235	       	
1.887853	120.0619845687474	-35.9193825239733	    3.4134	 0.5585	    0.298	 0.855	   38.936	 0.897	20.2822	0.0058	20.9554	0.2087	19.0071	0.0486	       	
1.914500	120.0631380053843	-35.7320934436200	    2.3229	 1.1134	    1.658	 1.632	    4.809	 2.109	20.7893	0.0104	21.4903	0.2149	19.5336	0.0416	       	
1.901724	120.0637254769196	-36.4103410900399	    2.5403	 0.8886	   -1.991	 1.184	    5.628	 1.487	20.6152	0.0088	21.0013	0.1666	19.6257	0.0835	       	
1.935760	120.0651652428172	-36.5831805900191	    2.2421	 0.8710	    6.654	 1.244	   -1.252	 1.421	20.5615	0.0086	21.0002	0.2620	19.1490	0.0408	       	
1.876017	120.0656514706496	-36.1409283951778	    2.4147	 0.5413	  -10.941	 1.003	   -6.494	 0.938	20.1821	0.0056	20.8772	0.1467	18.7383	0.0340	       	
1.934278	120.0662135760086	-35.6319649905517	    3.8257	 0.4526	  -30.574	 0.845	   36.533	 0.772	19.9589	0.0043	21.1533	0.1940	18.6759	0.0346	       	
1.929714	120.0665848678541	-35.6489768299291	    2.5601	 1.6067	    2.929	 2.689	    3.460	 3.591	20.9290	0.0149	21.4621	0.1885	19.7009	0.1001	       	
1.887172	120.0674512501308	-35.8849774661451	    2.4555	 1.9577	   -4.447	 1.731	   12.683	 4.662	20.9282	0.0150	22.3393	0.2517	19.6740	0.0838	       	
1.887058	120.0679638192838	-36.3295205621714	    3.4713	 0.0247	    3.857	 0.039	    6.038	 0.041	14.9839	0.0004	15.7860	0.0025	14.1156	0.0014	       	
1.889093	120.0686648306282	-36.3502983158892	    2.6880	 1.0355	   -0.401	 1.548	    2.786	 2.036	20.6483	0.0102	21.7001	0.3627	19.3452	0.0685	       	
1.886391	120.0700850747817	-36.3377985773149	    2.2354	 1.4227	   -3.260	 1.657	    7.231	 3.017	20.8253	0.0117	20.9508	0.3059	19.7768	0.0972	       	
1.885870	120.0725424835211	-36.3493603271634	    2.8742	 1.3453	   -0.702	 1.795	   12.615	 2.093	20.9043	0.0124	21.1780	0.2279	19.6938	0.0981	       	
1.871107	120.0726633150505	-36.1703201686204	    2.5580	 0.8952	   -3.788	 1.363	    8.614	 1.894	20.7091	0.0093	20.9355	0.2466	19.5209	0.0666	       	
1.880558	120.0740699064181	-36.3152992022754	    2.1005	 1.2462	   -1.134	 1.905	    4.767	 2.937	20.9002	0.0121	21.0921	0.2156	19.8627	0.0995	       	
1.901520	120.0747168850846	-35.7518503454039	    3.9330	 2.2997	   -1.133	 2.369	    4.412	 3.029	20.9060	0.0144	21.6186	0.3336	19.8737	0.1316	       	
1.903128	120.0756622139189	-35.7394133839363	    2.5465	 0.9872	   -3.259	 1.399	    3.366	 2.088	20.7474	0.0086	20.9875	0.1633	19.3069	0.0591	       	
1.869856	120.0758268084516	-36.1999599837429	    2.5403	 0.0535	  -13.159	 0.097	    2.950	 0.094	16.2663	0.0008	17.5007	0.0070	15.1571	0.0027	       	
1.979646	120.0767876620763	-36.7648409383239	    3.8676	 0.2412	   -1.782	 0.376	  -34.167	 0.430	18.7656	0.0024	20.7028	0.1416	17.3502	0.0147	       	
1.868727	120.0769432123268	-36.1959934981661	    2.8537	 0.0242	   -6.057	 0.039	   12.363	 0.041	12.7084	0.0004	13.0703	0.0017	12.1978	0.0013	  27.40	 1.22
1.951156	120.0772466807520	-36.6748602013820	    2.1473	 0.9345	   -5.663	 1.277	   -3.144	 1.728	20.5920	0.0087	22.0804	0.2498	19.4770	0.0408	       	
1.935475	120.0787489513434	-35.5882479149352	    2.2677	 0.5540	   -2.999	 0.946	    6.251	 1.023	20.2256	0.0064	21.5941	0.0984	18.9027	0.0333	       	
1.918806	120.0788534827599	-36.5570785965417	    2.1276	 0.3350	    4.823	 0.480	    3.437	 0.505	19.2206	0.0033	19.0027	0.0415	19.1188	0.0645	       	
1.936764	120.0792146401381	-35.5820420254966	    2.5458	 0.6495	   -0.390	 1.275	    3.254	 1.281	20.5463	0.0084	21.8624	0.0177	19.4350	0.1167	       	
1.932042	120.0792536087764	-35.5996490936103	    2.6081	 0.7333	    2.652	 1.224	    7.292	 1.272	20.4992	0.0069	21.5011	0.2092	19.1460	0.0340	       	
1.918231	120.0800158318706	-36.5584886774805	    2.4481	 0.0214	    4.848	 0.030	    3.236	 0.031	13.2974	0.0002	13.7014	0.0013	12.7387	0.0007	       	
1.885965	120.0801865649145	-36.3931741004187	    2.2911	 0.7547	   -4.029	 1.160	    3.433	 1.316	20.5404	0.0076	22.1238	0.3353	19.4288	0.0986	       	
1.965732	120.0814114408869	-36.7330349932232	    2.2504	 0.8730	   -3.563	 1.453	    0.350	 1.692	20.5827	0.0088	21.3034	0.2199	19.1113	0.0426	       	
1.938482	120.0837864336364	-35.5628671606517	    3.3804	 0.1247	   -9.678	 0.223	  -12.662	 0.232	18.0893	0.0017	19.6968	0.0565	16.8212	0.0070	       	
1.962072	120.0841346304610	-36.7280702159888	    2.4608	 0.9798	   -0.142	 1.480	   -1.518	 2.038	20.7348	0.0121	21.2992	0.2514	19.2752	0.0582	       	
1.989051	120.0843910580603	-36.8091240798902	    3.7065	 1.5785	   -0.445	 2.122	   15.309	 3.792	20.8701	0.0133	21.6210	0.5215	19.5688	0.1032	       	
1.866713	120.0848790209628	-35.9485804893013	    2.5391	 1.0398	   -0.527	 1.404	    5.938	 2.469	20.8015	0.0104	21.5068	0.2664	19.2300	0.0406	       	
1.888002	120.0853616299075	-36.4311686370118	    2.5130	 0.0164	   -1.459	 0.025	   23.777	 0.027	13.3832	0.0002	13.7858	0.0008	12.8267	0.0009	       	
1.915290	120.0866676303084	-36.5676786423756	    2.2958	 1.1812	   -6.850	 1.592	   -2.312	 2.468	20.6587	0.0126	20.7664	0.3607	19.1134	0.0476	       	
1.945596	120.0867323422745	-35.5301604297435	    2.3364	 0.9313	   -4.972	 1.357	    3.218	 1.613	20.6355	0.0094	       	      	       	      	       	
1.942394	120.0871572345623	-36.6706090633178	    2.3798	 0.2056	  -34.714	 0.306	   27.531	 0.334	18.7273	0.0023	20.0957	0.0906	17.5557	0.0115	       	
1.858383	120.0872806865812	-36.0779192129216	    2.2058	 0.8216	   -2.994	 1.464	    2.635	 1.541	20.6416	0.0083	20.7986	0.1900	19.1432	0.0262	       	
1.903202	120.0877594182407	-36.5187857137750	    2.8777	 0.9231	   -2.096	 1.477	    4.875	 1.614	20.2545	0.0078	21.0123	0.1295	19.1708	0.0537	       	
1.983309	120.0898866500513	-36.8044845963568	    3.0761	 0.6728	   -0.018	 1.108	    6.073	 1.153	20.3877	0.0077	20.8563	0.2159	19.1718	0.0457	       	
1.906358	120.0900340407157	-35.6698862653143	    2.4489	 1.1840	   -5.635	 2.260	    3.023	 1.740	20.7383	0.0115	21.1563	0.2140	19.3350	0.0578	       	
1.883156	120.0903393529791	-36.4258986630932	    2.4520	 0.4244	    2.250	 0.671	   -0.646	 0.691	19.2990	0.0063	19.8773	0.1302	17.9959	0.0369	       	
1.860495	120.0916462940763	-36.2531421494526	    2.2882	 0.2532	    4.840	 0.440	    3.896	 0.466	18.7035	0.0031	20.1462	0.0844	17.2943	0.0122	       	
1.980188	120.0922938129349	-35.4101112475603	    3.7561	 2.3418	  -11.243	 4.143	   10.837	 4.608	20.9838	0.0189	21.4939	0.4431	19.8711	0.1783	       	
1.934800	120.0927587287691	-36.6595202331350	    3.4819	 1.3975	   -4.278	 2.170	    1.175	 3.850	20.8886	0.0163	20.9283	0.3764	19.5710	0.1741	       	
1.880399	120.0929288814464	-36.4217074143822	    3.4034	 0.1275	    3.694	 0.199	  -16.282	 0.217	18.0297	0.0015	19.5110	0.0462	16.8060	0.0149	       	
1.912579	120.0930756479592	-35.6335007327142	    2.9455	 0.6204	   -1.228	 1.060	    2.062	 1.136	20.2525	0.0068	21.0982	0.1107	18.7341	0.0417	       	
1.893095	120.0935497437049	-36.4923333780350	    2.2223	 1.2513	   -4.678	 1.737	   -2.180	 2.936	20.8816	0.0128	21.3485	0.3294	19.9104	0.0533	       	
1.942200	120.0937597869853	-36.6874668954234	    2.4275	 3.8252	   -0.072	 2.910	    3.367	 3.153	20.9937	0.0257	20.6109	1.0524	20.1300	0.0704	       	
1.867893	120.0937782817982	-35.8692447005422	    2.4407	 1.2964	   -2.390	 2.491	   -7.443	 2.177	20.7836	0.0117	21.5418	0.2250	19.3488	0.0630	       	
1.994204	120.0940587938916	-36.8432291908927	    2.8883	 1.1991	   -3.077	 1.851	    2.936	 2.120	20.8144	0.0119	21.7065	0.1608	19.7149	0.0673	       	
1.853053	120.0945621212421	-36.0542812959027	    2.4073	 1.8899	  -15.743	 3.349	    4.532	 2.846	20.7742	0.0129	21.1514	0.1822	18.9604	0.0863	       	
1.921348	120.0944984894718	-35.5948205856007	    2.6383	 0.0238	    1.479	 0.040	   -4.998	 0.045	15.0955	0.0004	15.8245	0.0024	14.2767	0.0015	       	
1.859372	120.0961182626727	-36.2812475257086	    2.6531	 1.4199	   -0.815	 1.952	    5.160	 2.701	20.8277	0.0144	20.8769	0.2355	19.8803	0.1088	       	
1.917174	120.0964637108287	-36.6054547340867	    2.2566	 0.0224	  -13.705	 0.034	   10.932	 0.033	14.2870	0.0005	14.7952	0.0023	13.6340	0.0014	       	
1.928650	120.0968026992160	-35.5616591980748	    2.3141	 1.2023	   -5.655	 2.209	   -5.369	 4.382	20.8417	0.0116	21.6137	0.2382	19.6011	0.0734	       	
1.995897	120.0969463832905	-36.8535392799491	    2.2211	 1.0256	   -2.636	 1.419	    3.254	 1.703	20.6281	0.0103	20.7799	0.1384	19.5045	0.0803	       	
1.903697	120.0985557443188	-36.5579919015681	    2.3504	 1.6140	   -9.495	 2.073	   10.655	 4.309	20.8849	0.0128	20.5480	0.2476	19.4254	0.0872	       	
1.908633	120.0989591709626	-35.6307898009163	    2.4863	 1.1757	   -4.483	 2.108	    4.808	 2.519	20.7994	0.0108	22.1060	0.2304	19.8345	0.0938	       	
1.999868	120.0990340435360	-36.8682261925560	    2.2745	 0.0167	   11.136	 0.029	   -8.441	 0.029	13.4269	0.0002	13.8126	0.0010	12.8881	0.0011	       	
1.877979	120.0998824278558	-35.7709326710221	    2.3540	 1.2958	   -2.956	 1.589	    9.460	 2.083	20.8091	0.0120	22.0110	0.2531	19.5803	0.0685	       	
1.847057	120.1012924409904	-36.1306718011244	    3.9217	 0.1745	   -8.046	 0.293	   -3.858	 0.317	18.5778	0.0023	19.9833	0.0479	17.2830	0.0102	       	
1.875165	120.1015025613784	-35.7795121312141	    3.8527	 0.9065	   -1.050	 1.267	    4.513	 1.789	20.6289	0.0084	21.5718	0.2871	19.1748	0.0405	       	
